State,District,Year,Season,Crop,Area,Yield,Rainfall
Assam,NAGAON,2011,Autumn     ,Rice,14540,22093,
Assam,NAGAON,2011,Summer     ,Rice,41332,93853,
Assam,NAGAON,2011,Winter     ,Rice,136220,208257,
Assam,NAGAON,2012,Autumn     ,Rice,12985,19932,
Assam,NAGAON,2012,Summer     ,Rice,33914,103130,
Assam,NAGAON,2012,Winter     ,Rice,131456,246466,
Assam,NAGAON,2013,Autumn     ,Rice,12088,18018,
Assam,NAGAON,2013,Summer     ,Rice,44319,122928,
Assam,NAGAON,2013,Winter     ,Rice,140244,295177,
Assam,NAGAON,2014,Autumn     ,Rice,11711,19345,
Assam,NAGAON,2014,Summer     ,Rice,43088,120369,
Assam,NAGAON,2014,Winter     ,Rice,146934,270857,
Assam,NALBARI,1997,Autumn     ,Rice,41500,24528,
Assam,NALBARI,1997,Summer     ,Rice,1280,1009,
Assam,NALBARI,1997,Winter     ,Rice,105000,88738,
Assam,NALBARI,1998,Autumn     ,Rice,41282,26769,
Assam,NALBARI,1998,Summer     ,Rice,3000,4413,
Assam,NALBARI,1998,Winter     ,Rice,99200,109535,
Assam,NALBARI,1999,Autumn     ,Rice,36770,32093,
Assam,NALBARI,1999,Summer     ,Rice,3075,5882,
Assam,NALBARI,1999,Winter     ,Rice,106972,136977,
Assam,NALBARI,2000,Autumn     ,Rice,33000,31628,
Assam,NALBARI,2000,Summer     ,Rice,15115,15780,
Assam,NALBARI,2000,Winter     ,Rice,106972,125387,
Assam,NALBARI,2001,Autumn     ,Rice,31500,24642,
Assam,NALBARI,2001,Summer     ,Rice,15175,17497,
Assam,NALBARI,2001,Winter     ,Rice,110000,138146,
Assam,NALBARI,2002,Autumn     ,Rice,21800,17954,
Assam,NALBARI,2002,Summer     ,Rice,13815,17586,
Assam,NALBARI,2002,Winter     ,Rice,109990,138892,
Assam,NALBARI,2003,Autumn     ,Rice,20500,18014,
Assam,NALBARI,2003,Summer     ,Rice,17100,25103,
Assam,NALBARI,2003,Winter     ,Rice,110000,142264,
Assam,NALBARI,2004,Autumn     ,Rice,20500,10752,
Assam,NALBARI,2004,Summer     ,Rice,17900,26743,
Assam,NALBARI,2004,Winter     ,Rice,103000,130877,
Assam,NALBARI,2005,Autumn     ,Rice,13285,10824,
Assam,NALBARI,2005,Summer     ,Rice,10012,14217,
Assam,NALBARI,2005,Winter     ,Rice,57959,79926,
Assam,NALBARI,2006,Autumn     ,Rice,7567,6024,
Assam,NALBARI,2006,Summer     ,Rice,9000,17433,
Assam,NALBARI,2006,Winter     ,Rice,65000,84577,
Assam,NALBARI,2007,Autumn     ,Rice,7300,7521,
Assam,NALBARI,2007,Summer     ,Rice,8200,13300,
Assam,NALBARI,2007,Winter     ,Rice,65000,109227,
Assam,NALBARI,2008,Autumn     ,Rice,6600,6819,
Assam,NALBARI,2008,Summer     ,Rice,8750,22479,
Assam,NALBARI,2008,Winter     ,Rice,65000,109675,
Assam,NALBARI,2009,Autumn     ,Rice,5904,2769,
Assam,NALBARI,2009,Summer     ,Rice,6750,18482,
Assam,NALBARI,2009,Winter     ,Rice,64025,110123,
Assam,NALBARI,2010,Autumn     ,Rice,5117,4790,
Assam,NALBARI,2010,Summer     ,Rice,6950,18529,
Assam,NALBARI,2010,Winter     ,Rice,64025,143672,
Assam,NALBARI,2011,Autumn     ,Rice,4525,3860,
Assam,NALBARI,2011,Summer     ,Rice,10200,26653,
Assam,NALBARI,2011,Winter     ,Rice,65000,110443,
Assam,NALBARI,2012,Autumn     ,Rice,4930,6864,
Assam,NALBARI,2012,Summer     ,Rice,10932,30336,
Assam,NALBARI,2012,Winter     ,Rice,65200,131912,
Assam,NALBARI,2013,Autumn     ,Rice,4930,5701,
Assam,NALBARI,2013,Summer     ,Rice,11000,31823,
Assam,NALBARI,2013,Winter     ,Rice,62000,115850,
Assam,NALBARI,2014,Autumn     ,Rice,2000,3167,
Assam,NALBARI,2014,Summer     ,Rice,12375,36420,
Assam,NALBARI,2014,Winter     ,Rice,62000,144858,
Assam,SIVASAGAR,1997,Autumn     ,Rice,2512,2408,
Assam,SIVASAGAR,1997,Summer     ,Rice,10,12,
Assam,SIVASAGAR,1997,Winter     ,Rice,102181,103028,
Assam,SIVASAGAR,1998,Autumn     ,Rice,1443,1986,
Assam,SIVASAGAR,1998,Summer     ,Rice,74,147,
Assam,SIVASAGAR,1998,Winter     ,Rice,88425,145785,
Assam,SIVASAGAR,1999,Autumn     ,Rice,1835,2345,
Assam,SIVASAGAR,1999,Summer     ,Rice,126,280,
Assam,SIVASAGAR,1999,Winter     ,Rice,96019,175077,
Assam,SIVASAGAR,2000,Autumn     ,Rice,2245,3378,
Assam,SIVASAGAR,2000,Summer     ,Rice,444,918,
Assam,SIVASAGAR,2000,Winter     ,Rice,97210,183026,
Assam,SIVASAGAR,2001,Autumn     ,Rice,2014,3015,
Assam,SIVASAGAR,2001,Summer     ,Rice,283,573,
Assam,SIVASAGAR,2001,Winter     ,Rice,97255,198095,
Assam,SIVASAGAR,2002,Autumn     ,Rice,2023,1940,
Assam,SIVASAGAR,2002,Summer     ,Rice,180,343,
Assam,SIVASAGAR,2002,Winter     ,Rice,97649,185655,
Assam,SIVASAGAR,2003,Autumn     ,Rice,1485,2035,
Assam,SIVASAGAR,2003,Summer     ,Rice,252,452,
Assam,SIVASAGAR,2003,Winter     ,Rice,97710,219623,
Assam,SIVASAGAR,2004,Autumn     ,Rice,1614,2159,
Assam,SIVASAGAR,2004,Summer     ,Rice,198,388,
Assam,SIVASAGAR,2004,Winter     ,Rice,98450,221214,
Assam,SIVASAGAR,2005,Autumn     ,Rice,719,1224,
Assam,SIVASAGAR,2005,Summer     ,Rice,78,139,
Assam,SIVASAGAR,2005,Winter     ,Rice,100494,184184,
Assam,SIVASAGAR,2006,Autumn     ,Rice,994,1655,
Assam,SIVASAGAR,2006,Summer     ,Rice,76,153,
Assam,SIVASAGAR,2006,Winter     ,Rice,96103,143528,
Assam,SIVASAGAR,2007,Autumn     ,Rice,229,248,
Assam,SIVASAGAR,2007,Summer     ,Rice,16,37,
Assam,SIVASAGAR,2007,Winter     ,Rice,93249,157967,
Assam,SIVASAGAR,2008,Autumn     ,Rice,405,356,
Assam,SIVASAGAR,2008,Summer     ,Rice,85,181,
Assam,SIVASAGAR,2008,Winter     ,Rice,105920,259099,
Assam,SIVASAGAR,2009,Autumn     ,Rice,439,588,
Assam,SIVASAGAR,2009,Summer     ,Rice,13,28,
Assam,SIVASAGAR,2009,Winter     ,Rice,101185,238091,
Assam,SIVASAGAR,2010,Autumn     ,Rice,198,205,
Assam,SIVASAGAR,2010,Summer     ,Rice,53,137,
Assam,SIVASAGAR,2010,Winter     ,Rice,92927,222177,
Assam,SIVASAGAR,2011,Autumn     ,Rice,62,52,
Assam,SIVASAGAR,2011,Summer     ,Rice,336,922,
Assam,SIVASAGAR,2011,Winter     ,Rice,96696,213241,
Assam,SIVASAGAR,2012,Autumn     ,Rice,129,150,
Assam,SIVASAGAR,2012,Summer     ,Rice,172,510,
Assam,SIVASAGAR,2012,Winter     ,Rice,95535,236386,
Assam,SIVASAGAR,2013,Autumn     ,Rice,200,300,
Assam,SIVASAGAR,2013,Summer     ,Rice,553,1649,
Assam,SIVASAGAR,2013,Winter     ,Rice,95779,205295,
Assam,SIVASAGAR,2014,Autumn     ,Rice,86,134,
Assam,SIVASAGAR,2014,Summer     ,Rice,2099,6171,
Assam,SIVASAGAR,2014,Winter     ,Rice,95674,199785,
Assam,SONITPUR,1997,Autumn     ,Rice,31431,20768,
Assam,SONITPUR,1997,Summer     ,Rice,6000,4698,
Assam,SONITPUR,1997,Winter     ,Rice,115686,129041,
Assam,SONITPUR,1998,Autumn     ,Rice,31657,34097,
Assam,SONITPUR,1998,Summer     ,Rice,7035,7511,
Assam,SONITPUR,1998,Winter     ,Rice,104814,146465,
Assam,SONITPUR,1999,Autumn     ,Rice,27023,29050,
Assam,SONITPUR,1999,Summer     ,Rice,9076,12141,
Assam,SONITPUR,1999,Winter     ,Rice,123492,179333,
Assam,SONITPUR,2000,Autumn     ,Rice,35186,36473,
Assam,SONITPUR,2000,Summer     ,Rice,9276,12847,
Assam,SONITPUR,2000,Winter     ,Rice,124248,176965,
Assam,SONITPUR,2001,Autumn     ,Rice,29710,23987,
Assam,SONITPUR,2001,Summer     ,Rice,10865,15475,
Assam,SONITPUR,2001,Winter     ,Rice,101663,132143,
Assam,SONITPUR,2002,Autumn     ,Rice,32361,34672,
Assam,SONITPUR,2002,Summer     ,Rice,12050,16221,
Assam,SONITPUR,2002,Winter     ,Rice,119234,163235,
Assam,SONITPUR,2003,Autumn     ,Rice,33235,32795,
Assam,SONITPUR,2003,Summer     ,Rice,12840,21580,
Assam,SONITPUR,2003,Winter     ,Rice,123888,195673,
Assam,SONITPUR,2004,Autumn     ,Rice,34266,30749,
Assam,SONITPUR,2004,Summer     ,Rice,13023,19329,
Assam,SONITPUR,2004,Winter     ,Rice,121436,185799,
Assam,SONITPUR,2005,Autumn     ,Rice,34197,36121,
Assam,SONITPUR,2005,Summer     ,Rice,13002,15401,
Assam,SONITPUR,2005,Winter     ,Rice,122067,185147,
Assam,SONITPUR,2006,Autumn     ,Rice,31664,30187,
Assam,SONITPUR,2006,Summer     ,Rice,12827,20358,
Assam,SONITPUR,2006,Winter     ,Rice,82779,79018,
Assam,SONITPUR,2007,Autumn     ,Rice,32409,37223,
Assam,SONITPUR,2007,Summer     ,Rice,13469,23032,
Assam,SONITPUR,2007,Winter     ,Rice,121200,159787,
Assam,SONITPUR,2008,Autumn     ,Rice,33082,34022,
Assam,SONITPUR,2008,Summer     ,Rice,16476,30152,
Assam,SONITPUR,2008,Winter     ,Rice,123826,188776,
Assam,SONITPUR,2009,Autumn     ,Rice,30182,27550,
Assam,SONITPUR,2009,Summer     ,Rice,16384,37213,
Assam,SONITPUR,2009,Winter     ,Rice,109672,176703,
Assam,SONITPUR,2010,Autumn     ,Rice,25932,30104,
Assam,SONITPUR,2010,Summer     ,Rice,18365,56819,
Assam,SONITPUR,2010,Winter     ,Rice,123978,272644,
Assam,SONITPUR,2011,Autumn     ,Rice,26281,38519,
Assam,SONITPUR,2011,Summer     ,Rice,17394,58427,
Assam,SONITPUR,2011,Winter     ,Rice,129240,212781,
Assam,SONITPUR,2012,Autumn     ,Rice,21466,32422,
Assam,SONITPUR,2012,Summer     ,Rice,19365,79652,
Assam,SONITPUR,2012,Winter     ,Rice,122123,237845,
Assam,SONITPUR,2013,Autumn     ,Rice,20669,32904,
Assam,SONITPUR,2013,Summer     ,Rice,21493,67738,
Assam,SONITPUR,2013,Winter     ,Rice,123892,240086,
Assam,SONITPUR,2014,Autumn     ,Rice,18027,32220,
Assam,SONITPUR,2014,Summer     ,Rice,25008,81831,
Assam,SONITPUR,2014,Winter     ,Rice,130052,266895,
Assam,TINSUKIA,1997,Autumn     ,Rice,7790,7740,
Assam,TINSUKIA,1997,Summer     ,Rice,72,86,
Assam,TINSUKIA,1997,Winter     ,Rice,55494,42946,
Assam,TINSUKIA,1998,Autumn     ,Rice,7425,10428,
Assam,TINSUKIA,1998,Summer     ,Rice,205,408,
Assam,TINSUKIA,1998,Winter     ,Rice,57458,88039,
Assam,TINSUKIA,1999,Autumn     ,Rice,7821,10399,
Assam,TINSUKIA,1999,Summer     ,Rice,242,537,
Assam,TINSUKIA,1999,Winter     ,Rice,58739,88945,
Assam,TINSUKIA,2000,Autumn     ,Rice,9070,13214,
Assam,TINSUKIA,2000,Summer     ,Rice,400,827,
Assam,TINSUKIA,2000,Winter     ,Rice,59206,85423,
Assam,TINSUKIA,2001,Autumn     ,Rice,8469,11390,
Assam,TINSUKIA,2001,Summer     ,Rice,65,130,
Assam,TINSUKIA,2001,Winter     ,Rice,56386,98552,
Assam,TINSUKIA,2002,Autumn     ,Rice,8531,10210,
Assam,TINSUKIA,2002,Summer     ,Rice,139,264,
Assam,TINSUKIA,2002,Winter     ,Rice,57990,70697,
Assam,TINSUKIA,2003,Autumn     ,Rice,7365,10159,
Assam,TINSUKIA,2003,Summer     ,Rice,139,249,
Assam,TINSUKIA,2003,Winter     ,Rice,61106,84911,
Assam,TINSUKIA,2004,Autumn     ,Rice,7130,9428,
Assam,TINSUKIA,2004,Summer     ,Rice,5,10,
Assam,TINSUKIA,2004,Winter     ,Rice,54045,81042,
Assam,TINSUKIA,2005,Autumn     ,Rice,4010,5005,
Assam,TINSUKIA,2005,Winter     ,Rice,55274,74903,
Assam,TINSUKIA,2006,Autumn     ,Rice,4890,4997,
Assam,TINSUKIA,2006,Summer     ,Rice,10,20,
Assam,TINSUKIA,2006,Winter     ,Rice,55537,70706,
Assam,TINSUKIA,2007,Autumn     ,Rice,6333,6315,
Assam,TINSUKIA,2007,Summer     ,Rice,12,28,
Assam,TINSUKIA,2007,Winter     ,Rice,56528,80593,
Assam,TINSUKIA,2008,Autumn     ,Rice,6860,7806,
Assam,TINSUKIA,2008,Winter     ,Rice,58870,84930,
Assam,TINSUKIA,2009,Autumn     ,Rice,3953,3829,
Assam,TINSUKIA,2009,Summer     ,Rice,61,132,
Assam,TINSUKIA,2009,Winter     ,Rice,62459,91080,
Assam,TINSUKIA,2010,Autumn     ,Rice,6278,12549,
Assam,TINSUKIA,2010,Summer     ,Rice,71,183,
Assam,TINSUKIA,2010,Winter     ,Rice,58281,115844,
Assam,TINSUKIA,2011,Autumn     ,Rice,6202,11704,
Assam,TINSUKIA,2011,Summer     ,Rice,85,236,
Assam,TINSUKIA,2011,Winter     ,Rice,58355,106084,
Assam,TINSUKIA,2012,Autumn     ,Rice,5806,7964,
Assam,TINSUKIA,2012,Summer     ,Rice,250,741,
Assam,TINSUKIA,2012,Winter     ,Rice,53003,86946,
Assam,TINSUKIA,2013,Autumn     ,Rice,5346,7595,
Assam,TINSUKIA,2013,Summer     ,Rice,85,253,
Assam,TINSUKIA,2013,Winter     ,Rice,56890,97987,
Assam,TINSUKIA,2014,Autumn     ,Rice,5670,7682,
Assam,TINSUKIA,2014,Summer     ,Rice,201,590,
Assam,TINSUKIA,2014,Winter     ,Rice,57642,97271,
Assam,UDALGURI,2005,Autumn     ,Rice,21750,14532,
Assam,UDALGURI,2005,Summer     ,Rice,11996,17922,
Assam,UDALGURI,2005,Winter     ,Rice,43995,55989,
Assam,UDALGURI,2006,Autumn     ,Rice,29059,17128,
Assam,UDALGURI,2006,Summer     ,Rice,12089,20588,
Assam,UDALGURI,2006,Winter     ,Rice,38404,26480,
Assam,UDALGURI,2007,Autumn     ,Rice,26231,24388,
Assam,UDALGURI,2007,Summer     ,Rice,11102,21772,
Assam,UDALGURI,2007,Winter     ,Rice,35631,45026,
Assam,UDALGURI,2008,Autumn     ,Rice,24870,28900,
Assam,UDALGURI,2008,Summer     ,Rice,3419,6271,
Assam,UDALGURI,2008,Winter     ,Rice,59976,75759,
Assam,UDALGURI,2009,Autumn     ,Rice,28494,23668,
Assam,UDALGURI,2009,Summer     ,Rice,4056,6305,
Assam,UDALGURI,2009,Winter     ,Rice,56358,67397,
Assam,UDALGURI,2010,Autumn     ,Rice,28295,24523,
Assam,UDALGURI,2010,Summer     ,Rice,5101,8256,
Assam,UDALGURI,2010,Winter     ,Rice,61418,89415,
Assam,UDALGURI,2011,Autumn     ,Rice,28384,27949,
Assam,UDALGURI,2011,Summer     ,Rice,5770,10693,
Assam,UDALGURI,2011,Winter     ,Rice,61485,95468,
Assam,UDALGURI,2012,Autumn     ,Rice,25140,29510,
Assam,UDALGURI,2012,Summer     ,Rice,5710,18786,
Assam,UDALGURI,2012,Winter     ,Rice,62167,112707,
Assam,UDALGURI,2013,Autumn     ,Rice,21145,20367,
Assam,UDALGURI,2013,Summer     ,Rice,6269,18767,
Assam,UDALGURI,2013,Winter     ,Rice,63205,91722,
Assam,UDALGURI,2014,Autumn     ,Rice,25642,24554,
Assam,UDALGURI,2014,Summer     ,Rice,5805,16349,
Assam,UDALGURI,2014,Winter     ,Rice,63210,124317,
Bihar,ARARIA,1997,Autumn     ,Rice,17876,21397,
Bihar,ARARIA,1997,Summer     ,Rice,8479,13993,
Bihar,ARARIA,1997,Winter     ,Rice,93975,121063,
Bihar,ARARIA,1998,Summer     ,Rice,9936,13613,
Bihar,ARARIA,1998,Winter     ,Rice,93100,90299,
Bihar,ARARIA,1999,Kharif     ,Rice,24619,23238,
Bihar,ARARIA,1999,Summer     ,Rice,13776,24727,
Bihar,ARARIA,2000,Autumn     ,Rice,88865,84685,
Bihar,ARARIA,2000,Kharif     ,Rice,24075,31507,
Bihar,ARARIA,2000,Summer     ,Rice,14317,22609,
Bihar,ARARIA,2001,Autumn     ,Rice,80515,87320,
Bihar,ARARIA,2001,Kharif     ,Rice,15573,33183,
Bihar,ARARIA,2001,Summer     ,Rice,29135,21611,
Bihar,ARARIA,2002,Autumn     ,Rice,24475,20930,
Bihar,ARARIA,2002,Summer     ,Rice,14783,20669,
Bihar,ARARIA,2002,Winter     ,Rice,82299,95520,
Bihar,ARARIA,2003,Autumn     ,Rice,25038,28924,
Bihar,ARARIA,2003,Summer     ,Rice,13862,21226,
Bihar,ARARIA,2003,Winter     ,Rice,83394,118046,
Bihar,ARARIA,2004,Autumn     ,Rice,24655,15306,
Bihar,ARARIA,2004,Summer     ,Rice,13657,19415,
Bihar,ARARIA,2004,Winter     ,Rice,77652,39165,
Bihar,ARARIA,2005,Autumn     ,Rice,25554,34078,
Bihar,ARARIA,2005,Summer     ,Rice,13933,15994,
Bihar,ARARIA,2005,Winter     ,Rice,82557,43894,
Bihar,ARARIA,2006,Autumn     ,Rice,27718,30645,
Bihar,ARARIA,2006,Summer     ,Rice,15555,23189,
Bihar,ARARIA,2006,Winter     ,Rice,95366,88707,
Bihar,ARARIA,2007,Autumn     ,Rice,20016,19467,
Bihar,ARARIA,2007,Summer     ,Rice,15660,22803,
Bihar,ARARIA,2007,Winter     ,Rice,91513,18339,
Bihar,ARARIA,2008,Autumn     ,Rice,21378,23999,
Bihar,ARARIA,2008,Summer     ,Rice,13735,22993,
Bihar,ARARIA,2008,Winter     ,Rice,97100,112440,
Bihar,ARARIA,2009,Autumn     ,Rice,26474,24843,
Bihar,ARARIA,2009,Summer     ,Rice,12097,16099,
Bihar,ARARIA,2009,Winter     ,Rice,97533,119322,
Bihar,ARARIA,2010,Autumn     ,Rice,20215,25762,
Bihar,ARARIA,2010,Summer     ,Rice,13075,25603,
Bihar,ARARIA,2010,Winter     ,Rice,97335,96492,
Bihar,ARARIA,2011,Autumn     ,Rice,12416,14834,
Bihar,ARARIA,2011,Summer     ,Rice,29978,63083,
Bihar,ARARIA,2011,Winter     ,Rice,96434,193191,
Bihar,ARARIA,2012,Autumn     ,Rice,12416,23732,
Bihar,ARARIA,2012,Summer     ,Rice,29978,103334,
Bihar,ARARIA,2012,Winter     ,Rice,96434,212341,
Bihar,ARARIA,2013,Autumn     ,Rice,31941,67848,
Bihar,ARARIA,2013,Summer     ,Rice,8019,19242,
Bihar,ARARIA,2013,Winter     ,Rice,94418,272074,
Bihar,ARARIA,2014,Autumn     ,Rice,23955,32840,
Bihar,ARARIA,2014,Summer     ,Rice,8369,17229,
Bihar,ARARIA,2014,Winter     ,Rice,88961,216846,
Bihar,ARWAL,2003,Autumn     ,Rice,10,13,
Bihar,ARWAL,2003,Summer     ,Rice,10,13,
Bihar,ARWAL,2003,Winter     ,Rice,31836,54058,
Bihar,ARWAL,2004,Winter     ,Rice,24656,19357,
Bihar,ARWAL,2005,Autumn     ,Rice,58,51,
Bihar,ARWAL,2005,Winter     ,Rice,26814,42672,
Bihar,ARWAL,2007,Autumn     ,Rice,10,8,
Bihar,ARWAL,2007,Summer     ,Rice,19,22,
Bihar,ARWAL,2007,Winter     ,Rice,33445,62371,
Bihar,ARWAL,2008,Autumn     ,Rice,10,13,
Bihar,ARWAL,2008,Winter     ,Rice,35594,62202,
Bihar,ARWAL,2009,Winter     ,Rice,25148,34966,
Bihar,ARWAL,2010,Winter     ,Rice,25797,46049,
Bihar,ARWAL,2011,Autumn     ,Rice,6,9,
Bihar,ARWAL,2011,Winter     ,Rice,26272,80558,
Bihar,ARWAL,2012,Autumn     ,Rice,6,11,
Bihar,ARWAL,2012,Winter     ,Rice,26272,80434,
Bihar,ARWAL,2013,Winter     ,Rice,26580,77450,
Bihar,ARWAL,2014,Winter     ,Rice,26045,114539,
Bihar,AURANGABAD,1997,Summer     ,Rice,10,19,
Bihar,AURANGABAD,1997,Winter     ,Rice,185191,382670,
Bihar,AURANGABAD,1998,Summer     ,Rice,6,13,
Bihar,AURANGABAD,1998,Winter     ,Rice,147064,288927,
Bihar,AURANGABAD,2000,Autumn     ,Rice,131312,257321,
Bihar,AURANGABAD,2000,Kharif     ,Rice,4,5,
Bihar,AURANGABAD,2001,Autumn     ,Rice,163366,344089,
Bihar,AURANGABAD,2001,Summer     ,Rice,743,971,
Bihar,AURANGABAD,2002,Winter     ,Rice,176397,334134,
Bihar,AURANGABAD,2003,Winter     ,Rice,173050,312702,
Bihar,AURANGABAD,2004,Winter     ,Rice,105259,120193,
Bihar,AURANGABAD,2005,Winter     ,Rice,118145,158354,
Bihar,AURANGABAD,2006,Winter     ,Rice,171133,444650,
Bihar,AURANGABAD,2007,Winter     ,Rice,169057,425365,
Bihar,AURANGABAD,2008,Winter     ,Rice,165979,240569,
Bihar,AURANGABAD,2009,Winter     ,Rice,141357,199191,
Bihar,AURANGABAD,2010,Winter     ,Rice,125655,178033,
Bihar,AURANGABAD,2011,Winter     ,Rice,176162,581968,
Bihar,AURANGABAD,2012,Winter     ,Rice,179922,615087,
Bihar,AURANGABAD,2013,Winter     ,Rice,139722,514563,
Bihar,AURANGABAD,2014,Winter     ,Rice,164023,619195,
Bihar,BANKA,1997,Autumn     ,Rice,38,59,
Bihar,BANKA,1997,Summer     ,Rice,480,808,
Bihar,BANKA,1997,Winter     ,Rice,98943,159067,
Bihar,BANKA,1998,Summer     ,Rice,378,743,
Bihar,BANKA,1998,Winter     ,Rice,110968,163419,
Bihar,BANKA,1999,Kharif     ,Rice,89,114,
Bihar,BANKA,1999,Summer     ,Rice,65,121,
Bihar,BANKA,2000,Autumn     ,Rice,121873,138302,
Bihar,BANKA,2000,Kharif     ,Rice,1,2,
Bihar,BANKA,2000,Summer     ,Rice,48,89,
Bihar,BANKA,2001,Autumn     ,Rice,102989,130687,
Bihar,BANKA,2001,Kharif     ,Rice,52,106,
Bihar,BANKA,2002,Winter     ,Rice,103299,145882,
Bihar,BANKA,2003,Kharif     ,Rice,100564,150537,
Bihar,BANKA,2003,Winter     ,Rice,100564,150537,
Bihar,BANKA,2004,Winter     ,Rice,71841,97758,
Bihar,BANKA,2005,Winter     ,Rice,96920,133263,
Bihar,BANKA,2006,Winter     ,Rice,99429,258065,
Bihar,BANKA,2007,Winter     ,Rice,100545,241087,
Bihar,BANKA,2008,Winter     ,Rice,97023,215838,
Bihar,BANKA,2009,Summer     ,Rice,1,1,
Bihar,BANKA,2009,Winter     ,Rice,101999,211103,
Bihar,BANKA,2010,Winter     ,Rice,80170,159926,
Bihar,BANKA,2011,Winter     ,Rice,99780,390622,
Bihar,BANKA,2012,Winter     ,Rice,96359,291074,
Bihar,BANKA,2013,Winter     ,Rice,95524,284394,
Bihar,BANKA,2014,Winter     ,Rice,91863,323625,
Bihar,BEGUSARAI,1997,Autumn     ,Rice,7812,11698,
Bihar,BEGUSARAI,1997,Summer     ,Rice,144,210,
Bihar,BEGUSARAI,1997,Winter     ,Rice,12907,12172,
Bihar,BEGUSARAI,1998,Summer     ,Rice,23,87,
Bihar,BEGUSARAI,1998,Winter     ,Rice,14762,8186,
Bihar,BEGUSARAI,1999,Kharif     ,Rice,6783,10626,
Bihar,BEGUSARAI,1999,Summer     ,Rice,112,234,
Bihar,BEGUSARAI,2000,Autumn     ,Rice,15608,15420,
Bihar,BEGUSARAI,2000,Kharif     ,Rice,7127,7590,
Bihar,BEGUSARAI,2000,Summer     ,Rice,368,511,
Bihar,BEGUSARAI,2001,Autumn     ,Rice,22536,29097,
Bihar,BEGUSARAI,2001,Kharif     ,Rice,342,570,
Bihar,BEGUSARAI,2001,Summer     ,Rice,5489,2996,
Bihar,BEGUSARAI,2002,Autumn     ,Rice,4958,5188,
Bihar,BEGUSARAI,2002,Summer     ,Rice,353,521,
Bihar,BEGUSARAI,2002,Winter     ,Rice,23986,22764,
Bihar,BEGUSARAI,2003,Autumn     ,Rice,4742,6530,
Bihar,BEGUSARAI,2003,Summer     ,Rice,328,436,
Bihar,BEGUSARAI,2003,Winter     ,Rice,21832,29364,
Bihar,BEGUSARAI,2004,Autumn     ,Rice,4922,4406,
Bihar,BEGUSARAI,2004,Summer     ,Rice,376,595,
Bihar,BEGUSARAI,2004,Winter     ,Rice,19600,7591,
Bihar,BEGUSARAI,2005,Autumn     ,Rice,5453,4384,
Bihar,BEGUSARAI,2005,Summer     ,Rice,327,266,
Bihar,BEGUSARAI,2005,Winter     ,Rice,18763,3636,
Bihar,BEGUSARAI,2006,Autumn     ,Rice,5554,4432,
Bihar,BEGUSARAI,2006,Summer     ,Rice,321,407,
Bihar,BEGUSARAI,2006,Winter     ,Rice,18576,29080,
Bihar,BEGUSARAI,2007,Autumn     ,Rice,5990,677,
Bihar,BEGUSARAI,2007,Summer     ,Rice,317,375,
Bihar,BEGUSARAI,2007,Winter     ,Rice,19020,637,
Bihar,BEGUSARAI,2008,Autumn     ,Rice,5473,7304,
Bihar,BEGUSARAI,2008,Summer     ,Rice,282,456,
Bihar,BEGUSARAI,2008,Winter     ,Rice,15398,16859,
Bihar,BEGUSARAI,2009,Autumn     ,Rice,10431,7045,
Bihar,BEGUSARAI,2009,Summer     ,Rice,870,1459,
Bihar,BEGUSARAI,2009,Winter     ,Rice,18393,7370,
Bihar,BEGUSARAI,2010,Autumn     ,Rice,10512,4902,
Bihar,BEGUSARAI,2010,Summer     ,Rice,1070,2062,
Bihar,BEGUSARAI,2010,Winter     ,Rice,18175,5027,
Bihar,BEGUSARAI,2011,Autumn     ,Rice,10530,13383,
Bihar,BEGUSARAI,2011,Summer     ,Rice,256,449,
Bihar,BEGUSARAI,2011,Winter     ,Rice,18447,37271,
Bihar,BEGUSARAI,2012,Autumn     ,Rice,10446,20333,
Bihar,BEGUSARAI,2012,Summer     ,Rice,870,2262,
Bihar,BEGUSARAI,2012,Winter     ,Rice,16597,33263,
Bihar,BEGUSARAI,2013,Autumn     ,Rice,10512,8367,
Bihar,BEGUSARAI,2013,Summer     ,Rice,1023,2386,
Bihar,BEGUSARAI,2013,Winter     ,Rice,18040,21989,
Bihar,BEGUSARAI,2014,Autumn     ,Rice,4515,6340,
Bihar,BEGUSARAI,2014,Winter     ,Rice,17817,31110,
Bihar,BHAGALPUR,1997,Autumn     ,Rice,1215,1867,
Bihar,BHAGALPUR,1997,Summer     ,Rice,248,438,
Bihar,BHAGALPUR,1997,Winter     ,Rice,51405,81057,
Bihar,BHAGALPUR,1998,Summer     ,Rice,307,576,
Bihar,BHAGALPUR,1998,Winter     ,Rice,49104,60757,
Bihar,BHAGALPUR,1999,Kharif     ,Rice,1068,1216,
Bihar,BHAGALPUR,1999,Summer     ,Rice,383,697,
Bihar,BHAGALPUR,2000,Autumn     ,Rice,44858,49556,
Bihar,BHAGALPUR,2000,Kharif     ,Rice,1130,1432,
Bihar,BHAGALPUR,2000,Summer     ,Rice,460,788,
Bihar,BHAGALPUR,2001,Autumn     ,Rice,43555,53843,
Bihar,BHAGALPUR,2001,Kharif     ,Rice,496,946,
Bihar,BHAGALPUR,2001,Summer     ,Rice,1990,2228,
Bihar,BHAGALPUR,2002,Autumn     ,Rice,1162,1330,
Bihar,BHAGALPUR,2002,Summer     ,Rice,360,551,
